No,Line,Latitude,Longitude,Name,Description,Symbol
002733,002733,,,=== Point of Interest ===,,Dot
002734,002734,,,=== Point of Interest ===,,Dot
002735,002735,,,=== Intersection ===,,Dot
002736,002736,,,=== Intersection ===,,Dot
002737,002737,,,=== Intersection ===,,Dot
002738,002738,,,=== Intersection ===,,Dot
002742,002742,,,=== Point of Interest ===,,Dot
002743,002743,,,=== Point of Interest ===,,Dot
002744,002744,,,=== Point of Interest ===,,Dot
002745,002745,,,=== City ===,,Dot
002746,002746,,,=== City ===,,Dot
002747,002747,,,=== City ===,,Dot
002749,002749,,,=== Point of Interest ===,,Dot
002750,002750,,,=== Point of Interest ===,,Dot
002751,002751,,,=== Intersection ===,,Dot
002752,002752,,,=== Intersection ===,,Dot
002753,002753,,,=== Intersection ===,,Dot
002754,002754,,,=== Intersection ===,,Dot
002756,002756,,,=== Point of Interest ===,,Dot
002757,002757,,,=== Point of Interest ===,,Dot
002758,002758,,,=== Point of Interest ===,,Dot
002759,002759,,,=== Point of Interest ===,,Dot
002760,002760,44.990200,-93.273981,Cross Bassett Creek,Cross Bassett Creek,Dot
002761,002761,44.984732,-93.265172,Cross Under Hennepin Ave Bridge,Cross Under Hennepin Ave Bridge,Dot
002762,002762,44.982455,-93.261835,Cross Under 3rd Ave Bridge,Cross Under 3rd Ave Bridge,Dot
002763,002763,,,=== Intersection ===,,Dot
002764,002764,,,=== Intersection ===,,Dot
002765,002765,,,=== Intersection ===,,Dot
002766,002766,,,=== Intersection ===,,Dot
002772,002772,,,=== Point of Interest ===,,Dot
002773,002773,,,=== Point of Interest ===,,Dot
002774,002774,,,=== Point of Interest ===,,Dot
002775,002775,,,=== Point of Interest ===,,Dot
002776,002776,44.980386,-93.244440,Cross Under Interstate Hwy 35W,Cross Under Interstate Hwy 35W,Dot
002777,002777,,,=== City ===,,Dot
002778,002778,,,=== Intersection ===,,Dot
002779,002779,,,=== City ===,,Dot
002780,002780,,,=== City ===,,Dot
002782,002782,,,=== Point of Interest ===,,Dot
002783,002783,,,=== Point of Interest ===,,Dot
002784,002784,,,=== Point of Interest ===,,Dot
002785,002785,,,=== Intersection ===,,Dot
002786,002786,,,=== Intersection ===,,Dot
002787,002787,,,=== Intersection ===,,Dot
002788,002788,,,=== Intersection ===,,Dot
002790,002790,,,=== Point of Interest ===,,Dot
002791,002791,,,=== Point of Interest ===,,Dot
002792,002792,,,=== Point of Interest ===,,Dot
002793,002793,,,=== Point of Interest ===,,Dot
002794,002794,44.972821,-93.241330,Cross Under Washington Ave Bridge,Cross Under Washington Ave Bridge,Dot
002795,002795,44.965662,-93.226976,Cross Under Interstate Hwy 94,Cross Under Interstate Hwy 94,Dot
002796,002796,,,=== Intersection ===,,Dot
002797,002797,,,=== Intersection ===,,Dot
002798,002798,,,=== Intersection ===,,Dot
002799,002799,,,=== Intersection ===,,Dot
002805,002805,,,=== Point of Interest ===,,Dot
002806,002806,,,=== Point of Interest ===,,Dot
002807,002807,,,=== Point of Interest ===,,Dot
002808,002808,,,=== Point of Interest ===,,Dot
002809,002809,44.943007,-93.193519,Shadow Creek,Shadow Creek,Dot
002810,002810,,,=== Intersection ===,,Dot
002811,002811,,,=== Intersection ===,,Dot
002812,002812,,,=== Intersection ===,,Dot
002813,002813,,,=== Intersection ===,,Dot
002818,002818,,,=== Point of Interest ===,,Dot
002819,002819,,,=== Point of Interest ===,,Dot
002820,002820,,,=== Point of Interest ===,,Dot
002821,002821,,,=== Point of Interest ===,,Dot
002822,002822,44.917883,-93.198889,Cross Under Ford Bridge,Cross Under Ford Bridge,Dot
002823,002823,,,=== Intersection ===,,Dot
002824,002824,,,=== Intersection ===,,Dot
002825,002825,,,=== Intersection ===,,Dot
002826,002826,,,=== Intersection ===,,Dot
002840,002840,,,=== Point of Interest ===,,Dot
002841,002841,,,=== Point of Interest ===,,Dot
002842,002842,,,=== Point of Interest ===,,Dot
002843,002843,,,=== City ===,,Dot
002844,002844,,,=== Intersection ===,,Dot
002845,002845,,,=== City ===,,Dot
002846,002846,,,=== City ===,,Dot
002849,002849,,,=== Point of Interest ===,,Dot
002850,002850,,,=== Point of Interest ===,,Dot
002851,002851,,,=== Point of Interest ===,,Dot
002852,002852,,,=== Point of Interest ===,,Dot
002853,002853,44.908899,-93.142972,Cross Under Interstate Hwy 35E,Cross Under Interstate Hwy 35E,Dot
002854,002854,,,=== Intersection ===,,Dot
002855,002855,,,=== Intersection ===,,Dot
002856,002856,,,=== Intersection ===,,Dot
002857,002857,,,=== Intersection ===,,Dot
002859,002859,,,=== Point of Interest ===,,Dot
002860,002860,,,=== Point of Interest ===,,Dot
002861,002861,,,=== Point of Interest ===,,Dot
002862,002862,,,=== City ===,,Dot
002863,002863,,,=== City ===,,Dot
002864,002864,,,=== City ===,,Dot
002866,002866,,,=== Point of Interest ===,,Dot
002867,002867,,,=== Point of Interest ===,,Dot
002868,002868,,,=== Intersection ===,,Dot
002869,002869,,,=== City ===,,Dot
002870,002870,,,=== City ===,,Dot
002872,002872,,,=== Point of Interest ===,,Dot
002873,002873,,,=== Point of Interest ===,,Dot
002874,002874,,,=== Point of Interest ===,,Dot
002875,002875,,,=== Intersection ===,,Dot
002876,002876,,,=== Intersection ===,,Dot
002877,002877,,,=== Intersection ===,,Dot
002878,002878,,,=== Intersection ===,,Dot
002882,002882,,,=== Point of Interest ===,,Dot
002883,002883,,,=== Point of Interest ===,,Dot
002884,002884,,,=== Point of Interest ===,,Dot
002885,002885,,,=== Point of Interest ===,,Dot
002886,002886,44.931829,-93.102804,Cross Under Smith Ave Bridge,Cross Under Smith Ave Bridge,Dot
002887,002887,,,=== Intersection ===,,Dot
002888,002888,,,=== Intersection ===,,Dot
002889,002889,,,=== Intersection ===,,Dot
002890,002890,,,=== Intersection ===,,Dot
002904,002904,,,=== Point of Interest ===,,Dot
002905,002905,,,=== Point of Interest ===,,Dot
002906,002906,,,=== Point of Interest ===,,Dot
002907,002907,,,=== Point of Interest ===,,Dot
002908,002908,44.951356,-93.098172,Cross Over Interstate Hwy 94,Cross Over Interstate Hwy 94,Dot
002909,002909,,,=== Intersection ===,,Dot
002910,002910,,,=== Intersection ===,,Dot
002911,002911,,,=== Intersection ===,,Dot
002912,002912,,,=== Intersection ===,,Dot
002915,002915,,,=== Point of Interest ===,,Dot
002916,002916,,,=== Point of Interest ===,,Dot
002917,002917,,,=== Point of Interest ===,,Dot
002918,002918,,,=== Point of Interest ===,,Dot
002919,002919,44.951266,-93.098362,Cross Over Interstate Hwy 94,Cross Over Interstate Hwy 94,Dot
002920,002920,,,=== Intersection ===,,Dot
002921,002921,,,=== Intersection ===,,Dot
002922,002922,,,=== Intersection ===,,Dot
002923,002923,,,=== Intersection ===,,Dot
002926,002926,,,=== Point of Interest ===,,Dot
002927,002927,,,=== Point of Interest ===,,Dot
002928,002928,,,=== Point of Interest ===,,Dot
002929,002929,,,=== Point of Interest ===,,Dot
002930,002930,44.927367,-93.069857,Cross Under US Route 52,Cross Under US Route 52,Dot
002931,002931,,,=== Intersection ===,,Dot
002932,002932,,,=== Intersection ===,,Dot
002933,002933,,,=== Intersection ===,,Dot
002934,002934,,,=== Intersection ===,,Dot
002941,002941,,,=== Point of Interest ===,,Dot
002942,002942,,,=== Point of Interest ===,,Dot
002943,002943,,,=== Point of Interest ===,,Dot
002944,002944,,,=== City ===,,Dot
002945,002945,,,=== Intersection ===,,Dot
002946,002946,,,=== City ===,,Dot
002947,002947,,,=== City ===,,Dot
002949,002949,,,=== Point of Interest ===,,Dot
002950,002950,,,=== Point of Interest ===,,Dot
002951,002951,,,=== Point of Interest ===,,Dot
002952,002952,,,=== Point of Interest ===,,Dot
002953,002953,44.882541,-93.018761,Cross Under Interstate Hwy 494,Cross Under Interstate Hwy 494,Dot
002954,002954,,,=== Intersection ===,,Dot
002955,002955,,,=== Intersection ===,,Dot
002956,002956,,,=== Intersection ===,,Dot
002957,002957,,,=== Intersection ===,,Dot
002962,002962,,,=== Point of Interest ===,,Dot
002963,002963,,,=== Point of Interest ===,,Dot
002964,002964,,,=== Point of Interest ===,,Dot
002965,002965,,,=== Point of Interest ===,,Dot
002966,002966,44.882470,-93.019180,Cross Under Interstate Hwy 494,Cross Under Interstate Hwy 494,Dot
002967,002967,,,=== Intersection ===,,Dot
002968,002968,,,=== Intersection ===,,Dot
002969,002969,,,=== Intersection ===,,Dot
002970,002970,,,=== Intersection ===,,Dot
002972,002972,,,=== Point of Interest ===,,Dot
002973,002973,,,=== Point of Interest ===,,Dot
002974,002974,,,=== Point of Interest ===,,Dot
002975,002975,,,=== Point of Interest ===,,Dot
002976,002976,44.884264,-93.008325,Cross Under Interstate Hwy 494,Cross Under Interstate Hwy 494,Dot
002977,002977,,,=== Intersection ===,,Dot
002978,002978,,,=== Intersection ===,,Dot
002979,002979,,,=== Intersection ===,,Dot
002980,002980,,,=== Intersection ===,,Dot
002984,002984,,,=== Point of Interest ===,,Dot
002985,002985,,,=== Point of Interest ===,,Dot
002986,002986,,,=== Point of Interest ===,,Dot
002987,002987,,,=== Point of Interest ===,,Dot
002988,002988,44.877995,-93.002505,Cross Over US Route 10/61,Cross Over US Route 10/61,Dot
002989,002989,,,=== Intersection ===,,Dot
002990,002990,,,=== Intersection ===,,Dot
002991,002991,,,=== Intersection ===,,Dot
002992,002992,,,=== Intersection ===,,Dot
003011,003011,,,=== Point of Interest ===,,Dot
003012,003012,,,=== Point of Interest ===,,Dot
003013,003013,,,=== Point of Interest ===,,Dot
003014,003014,,,=== City ===,,Dot
003015,003015,,,=== Intersection ===,,Dot
003016,003016,,,=== City ===,,Dot
003017,003017,,,=== City ===,,Dot
003019,003019,,,=== Point of Interest ===,,Dot
003020,003020,,,=== Point of Interest ===,,Dot
003021,003021,,,=== Point of Interest ===,,Dot
003022,003022,,,=== Intersection ===,,Dot
003023,003023,,,=== Intersection ===,,Dot
003024,003024,,,=== Intersection ===,,Dot
003025,003025,,,=== Intersection ===,,Dot
003038,003038,,,=== Point of Interest ===,,Dot
003039,003039,,,=== Point of Interest ===,,Dot
003040,003040,,,=== Point of Interest ===,,Dot
003041,003041,,,=== City ===,,Dot
003042,003042,,,=== Intersection ===,,Dot
003043,003043,,,=== City ===,,Dot
003044,003044,,,=== City ===,,Dot
003046,003046,,,=== Point of Interest ===,,Dot
003047,003047,,,=== Point of Interest ===,,Dot
003048,003048,,,=== Point of Interest ===,,Dot
003049,003049,,,=== Intersection ===,,Dot
003050,003050,,,=== Intersection ===,,Dot
003051,003051,,,=== Intersection ===,,Dot
003052,003052,,,=== Intersection ===,,Dot
003057,003057,,,=== Point of Interest ===,,Dot
003058,003058,,,=== Point of Interest ===,,Dot
003059,003059,,,=== Point of Interest ===,,Dot
003060,003060,,,=== City ===,,Dot
003061,003061,,,=== City ===,,Dot
003062,003062,,,=== City ===,,Dot
003063,003063,,,=== City ===,,Dot
003065,003065,,,=== Point of Interest ===,,Dot
003066,003066,,,=== Point of Interest ===,,Dot
003067,003067,,,=== Intersection ===,,Dot
003068,003068,,,=== City ===,,Dot
003069,003069,,,=== City ===,,Dot
003072,003072,,,=== Point of Interest ===,,Dot
003073,003073,,,=== Point of Interest ===,,Dot
003074,003074,,,=== Point of Interest ===,,Dot
003075,003075,,,=== Point of Interest ===,,Dot
003077,003077,,,=== Intersection ===,,Dot
003078,003078,,,=== Intersection ===,,Dot
003079,003079,,,=== Intersection ===,,Dot
003080,003080,,,=== Intersection ===,,Dot
003082,003082,,,=== Point of Interest ===,,Dot
003083,003083,,,=== Point of Interest ===,,Dot
003084,003084,,,=== Point of Interest ===,,Dot
003085,003085,,,=== City ===,,Dot
003086,003086,,,=== Intersection ===,,Dot
003087,003087,,,=== City ===,,Dot
003088,003088,,,=== City ===,,Dot
003090,003090,,,=== Point of Interest ===,,Dot
003091,003091,,,=== Point of Interest ===,,Dot
003092,003092,,,=== Point of Interest ===,,Dot
003093,003093,,,=== Intersection ===,,Dot
003094,003094,,,=== Intersection ===,,Dot
003095,003095,,,=== Intersection ===,,Dot
003096,003096,,,=== Intersection ===,,Dot
003099,003099,,,=== Point of Interest ===,,Dot
003100,003100,,,=== Point of Interest ===,,Dot
003101,003101,,,=== Point of Interest ===,,Dot
003102,003102,,,=== Point of Interest ===,,Dot
003103,003103,44.725620,-92.743018,Dry Run Coulee,Dry Run Coulee,Dot
003104,003104,44.725759,-92.742855,Climb,Begin 318 Foot Elevation Gain Next 1.9 Miles (Grade:Avg 3.2% Max 7.4%),Dot
003105,003105,44.728354,-92.735699,Cross Dry Run Coulee,Cross Dry Run Coulee,Dot
003106,003106,44.728730,-92.705709,Summit,End 318 Foot Elevation Gain,Dot
003107,003107,44.717607,-92.672873,Big River,Big River,Dot
003108,003108,44.717564,-92.672846,Climb,Begin 303 Foot Elevation Gain Next 1.2 Miles (Grade:Avg 4.5% Max 7.7%),Dot
003109,003109,44.707095,-92.654554,Summit,End 318 Foot Elevation Gain,Dot
003110,003110,,,=== City ===,,Dot
003111,003111,,,=== City ===,,Dot
003112,003112,,,=== City ===,,Dot
003114,003114,,,=== Point of Interest ===,,Dot
003115,003115,,,=== Point of Interest ===,,Dot
003116,003116,,,=== Intersection ===,,Dot
003117,003117,,,=== City ===,,Dot
003118,003118,,,=== City ===,,Dot
003120,003120,,,=== Point of Interest ===,,Dot
003121,003121,,,=== Point of Interest ===,,Dot
003122,003122,,,=== City ===,,Dot
003123,003123,,,=== City ===,,Dot
003124,003124,,,=== City ===,,Dot
003126,003126,,,=== Point of Interest ===,,Dot
003127,003127,,,=== Point of Interest ===,,Dot
003128,003128,,,=== Point of Interest ===,,Dot
003129,003129,,,=== Point of Interest ===,,Dot
003130,003130,44.644775,-92.611393,Cross Hope Coulee,Cross Hope Coulee,Dot
003131,003131,,,=== City ===,,Dot
003132,003132,,,=== Intersection ===,,Dot
003133,003133,,,=== City ===,,Dot
003134,003134,,,=== City ===,,Dot
003136,003136,,,=== Point of Interest ===,,Dot
003137,003137,,,=== Point of Interest ===,,Dot
003138,003138,,,=== Point of Interest ===,,Dot
003139,003139,,,=== Point of Interest ===,,Dot
003140,003140,44.625599,-92.579382,Trimbelle River,Trimbelle River,Dot
003141,003141,,,=== Intersection ===,,Dot
003142,003142,,,=== Intersection ===,,Dot
003143,003143,,,=== Intersection ===,,Dot
003144,003144,,,=== Intersection ===,,Dot
003146,003146,,,=== Point of Interest ===,,Dot
003147,003147,,,=== Point of Interest ===,,Dot
003148,003148,,,=== Point of Interest ===,,Dot
003149,003149,,,=== City ===,,Dot
003150,003150,,,=== City ===,,Dot
003151,003151,,,=== City ===,,Dot
003152,003152,,,=== City ===,,Dot
003154,003154,,,=== Point of Interest ===,,Dot
003155,003155,,,=== Point of Interest ===,,Dot
003156,003156,,,=== Point of Interest ===,,Dot
003157,003157,,,=== Intersection ===,,Dot
003158,003158,,,=== Intersection ===,,Dot
003159,003159,,,=== Intersection ===,,Dot
003160,003160,,,=== Intersection ===,,Dot
003164,003164,,,=== Point of Interest ===,,Dot
003165,003165,,,=== Point of Interest ===,,Dot
003166,003166,,,=== Point of Interest ===,,Dot
003167,003167,,,=== City ===,,Dot
003168,003168,,,=== City ===,,Dot
003169,003169,,,=== City ===,,Dot
003170,003170,,,=== City ===,,Dot
003172,003172,,,=== Point of Interest ===,,Dot
003173,003173,,,=== Point of Interest ===,,Dot
003174,003174,,,=== Intersection ===,,Dot
003175,003175,,,=== City ===,,Dot
003176,003176,,,=== City ===,,Dot
003178,003178,,,=== Point of Interest ===,,Dot
003179,003179,,,=== Point of Interest ===,,Dot
003180,003180,,,=== Point of Interest ===,,Dot
003181,003181,,,=== City ===,,Dot
003182,003182,,,=== City ===,,Dot
003184,003184,,,=== Point of Interest ===,,Dot
003185,003185,,,=== Point of Interest ===,,Dot
003186,003186,,,=== Point of Interest ===,,Dot
003187,003187,44.585018,-92.460101,Cross Catherine Pass,Cross Catherine Pass,Dot
003188,003188,,,=== Intersection ===,,Dot
003189,003189,,,=== Intersection ===,,Dot
003190,003190,,,=== Intersection ===,,Dot
003191,003191,,,=== Intersection ===,,Dot
003193,003193,,,=== Point of Interest ===,,Dot
003194,003194,,,=== Point of Interest ===,,Dot
003195,003195,,,=== Point of Interest ===,,Dot
003196,003196,,,=== City ===,,Dot
003197,003197,,,=== City ===,,Dot
003198,003198,,,=== City ===,,Dot
003199,003199,,,=== City ===,,Dot
003201,003201,,,=== Point of Interest ===,,Dot
003202,003202,,,=== Point of Interest ===,,Dot
003203,003203,,,=== Point of Interest ===,,Dot
003204,003204,,,=== Intersection ===,,Dot
003205,003205,,,=== Intersection ===,,Dot
003206,003206,,,=== Intersection ===,,Dot
003207,003207,,,=== Intersection ===,,Dot
003209,003209,,,=== Point of Interest ===,,Dot
003210,003210,,,=== Point of Interest ===,,Dot
003211,003211,,,=== Point of Interest ===,,Dot
003212,003212,,,=== City ===,,Dot
003213,003213,,,=== City ===,,Dot
003214,003214,,,=== City ===,,Dot
003215,003215,,,=== City ===,,Dot
003217,003217,,,=== Point of Interest ===,,Dot
003218,003218,,,=== Point of Interest ===,,Dot
003219,003219,,,=== Intersection ===,,Dot
003220,003220,,,=== City ===,,Dot
003221,003221,,,=== City ===,,Dot
003223,003223,,,=== Point of Interest ===,,Dot
003224,003224,,,=== Point of Interest ===,,Dot
003225,003225,,,=== Point of Interest ===,,Dot
003226,003226,,,=== Point of Interest ===,,Dot
003227,003227,44.586115,-92.443729,Cross Isabelle Creek,Cross Isabelle Creek,Dot
003228,003228,44.588124,-92.441280,Climb,Begin 449 Foot Elevation Gain Next 2.3 Miles (Grade:Avg 3.6% Max 5.3%),Dot
003229,003229,44.588823,-92.398562,Summit,End 449 Foot Elevation Gain,Dot
003230,003230,,,=== City ===,,Dot
003231,003231,,,=== City ===,,Dot
003232,003232,,,=== City ===,,Dot
003233,003233,,,=== City ===,,Dot
003235,003235,,,=== Point of Interest ===,,Dot
003236,003236,,,=== Point of Interest ===,,Dot
003237,003237,,,=== Point of Interest ===,,Dot
003238,003238,,,=== Point of Interest ===,,Dot
003239,003239,44.570109,-92.328802,Rush River,Rush River,Dot
003240,003240,,,=== City ===,,Dot
003241,003241,,,=== City ===,,Dot
003242,003242,,,=== City ===,,Dot
003243,003243,,,=== City ===,,Dot
003245,003245,,,=== Point of Interest ===,,Dot
003246,003246,,,=== Point of Interest ===,,Dot
003247,003247,,,=== Point of Interest ===,,Dot
003248,003248,,,=== Point of Interest ===,,Dot
003249,003249,44.542760,-92.295010,Cross Pine Creek,Cross Pine Creek,Dot
003250,003250,44.535805,-92.296213,Cross Little Pine Creek,Cross Little Pine Creek,Dot
003251,003251,,,=== City ===,,Dot
003252,003252,,,=== Intersection ===,,Dot
003253,003253,,,=== City ===,,Dot
003254,003254,,,=== City ===,,Dot
003256,003256,,,=== Point of Interest ===,,Dot
003257,003257,,,=== Point of Interest ===,,Dot
003258,003258,,,=== Point of Interest ===,,Dot
003259,003259,,,=== Intersection ===,,Dot
003260,003260,,,=== Intersection ===,,Dot
003261,003261,,,=== Intersection ===,,Dot
003262,003262,,,=== Intersection ===,,Dot
003264,003264,,,=== Point of Interest ===,,Dot
003265,003265,,,=== Point of Interest ===,,Dot
003266,003266,,,=== Point of Interest ===,,Dot
003267,003267,,,=== City ===,,Dot
003268,003268,,,=== City ===,,Dot
003269,003269,,,=== City ===,,Dot
003270,003270,,,=== City ===,,Dot
003272,003272,,,=== Point of Interest ===,,Dot
003273,003273,,,=== Point of Interest ===,,Dot
003274,003274,,,=== Point of Interest ===,,Dot
003275,003275,,,=== Point of Interest ===,,Dot
003276,003276,44.475622,-92.242974,Cross Horse Thief Coulee,Cross Horse Thief Coulee,Dot
003277,003277,,,=== Intersection ===,,Dot
003278,003278,,,=== Intersection ===,,Dot
003279,003279,,,=== Intersection ===,,Dot
003280,003280,,,=== Intersection ===,,Dot
003282,003282,,,=== Point of Interest ===,,Dot
003283,003283,,,=== Point of Interest ===,,Dot
003284,003284,,,=== Point of Interest ===,,Dot
003285,003285,,,=== Point of Interest ===,,Dot
003286,003286,44.460986,-92.214288,Cross Bogus Creek,Cross Bogus Creek,Dot
003287,003287,44.459032,-92.202976,Cross Lost Creek,Cross Lost Creek,Dot
003288,003288,,,=== Intersection ===,,Dot
003289,003289,,,=== Intersection ===,,Dot
003290,003290,,,=== Intersection ===,,Dot
003291,003291,,,=== Intersection ===,,Dot
003293,003293,,,=== Point of Interest ===,,Dot
003294,003294,,,=== Point of Interest ===,,Dot
003295,003295,,,=== Point of Interest ===,,Dot
003296,003296,,,=== City ===,,Dot
003297,003297,,,=== City ===,,Dot
003298,003298,,,=== City ===,,Dot
003299,003299,,,=== City ===,,Dot
003301,003301,,,=== Point of Interest ===,,Dot
003302,003302,,,=== Point of Interest ===,,Dot
003303,003303,,,=== Point of Interest ===,,Dot
003304,003304,,,=== Intersection ===,,Dot
003305,003305,,,=== Intersection ===,,Dot
003306,003306,,,=== Intersection ===,,Dot
003307,003307,,,=== Intersection ===,,Dot
003310,003310,,,=== Point of Interest ===,,Dot
003311,003311,,,=== Point of Interest ===,,Dot
003312,003312,,,=== Point of Interest ===,,Dot
003313,003313,,,=== City ===,,Dot
003314,003314,,,=== Intersection ===,,Dot
003315,003315,,,=== City ===,,Dot
003316,003316,,,=== City ===,,Dot
003318,003318,,,=== Point of Interest ===,,Dot
003319,003319,,,=== Point of Interest ===,,Dot
003320,003320,,,=== Point of Interest ===,,Dot
003321,003321,,,=== Point of Interest ===,,Dot
003322,003322,44.436943,-92.074482,Chippewa River,Chippewa River,Dot
003323,003323,44.434804,-92.049272,Cross Buffalo Slough,Cross Buffalo Slough,Dot
003324,003324,44.434061,-92.024536,Cross Shively Slough,Cross Shively Slough,Dot
003325,003325,,,=== City ===,,Dot
003326,003326,,,=== Intersection ===,,Dot
003327,003327,,,=== City ===,,Dot
003328,003328,,,=== City ===,,Dot
003330,003330,,,=== Point of Interest ===,,Dot
003331,003331,,,=== Point of Interest ===,,Dot
003332,003332,,,=== Point of Interest ===,,Dot
003333,003333,,,=== Point of Interest ===,,Dot
003334,003334,44.432023,-92.010103,By Golly Creek,By Golly Creek,Dot
003335,003335,,,=== City ===,,Dot
003336,003336,,,=== City ===,,Dot
003337,003337,,,=== City ===,,Dot
003338,003338,,,=== City ===,,Dot
003340,003340,,,=== Point of Interest ===,,Dot
003341,003341,,,=== Point of Interest ===,,Dot
003342,003342,,,=== Intersection ===,,Dot
003343,003343,,,=== City ===,,Dot
003344,003344,,,=== City ===,,Dot
003346,003346,,,=== Point of Interest ===,,Dot
003347,003347,,,=== Point of Interest ===,,Dot
003348,003348,,,=== Point of Interest ===,,Dot
003349,003349,,,=== Point of Interest ===,,Dot
003350,003350,44.391743,-91.970795,Deer Creek,Deer Creek,Dot
003351,003351,44.363797,-91.945611,Cross Spring Creek,Cross Spring Creek,Dot
003352,003352,44.352269,-91.930134,Buffalo River,Buffalo River,Dot
003353,003353,,,=== City ===,,Dot
003354,003354,,,=== Intersection ===,,Dot
003355,003355,,,=== City ===,,Dot
003356,003356,,,=== City ===,,Dot
003358,003358,,,=== Point of Interest ===,,Dot
003359,003359,,,=== Point of Interest ===,,Dot
003360,003360,,,=== Point of Interest ===,,Dot
003361,003361,,,=== Intersection ===,,Dot
003362,003362,,,=== Intersection ===,,Dot
003363,003363,,,=== Intersection ===,,Dot
003364,003364,,,=== Intersection ===,,Dot
003366,003366,,,=== Point of Interest ===,,Dot
003367,003367,,,=== Point of Interest ===,,Dot
003368,003368,,,=== Point of Interest ===,,Dot
003369,003369,,,=== City ===,,Dot
003370,003370,,,=== City ===,,Dot
003371,003371,,,=== City ===,,Dot
003372,003372,,,=== City ===,,Dot
003374,003374,,,=== Point of Interest ===,,Dot
003375,003375,,,=== Point of Interest ===,,Dot
003376,003376,,,=== Point of Interest ===,,Dot
003377,003377,,,=== Intersection ===,,Dot
003378,003378,,,=== City ===,,Dot
003379,003379,,,=== City ===,,Dot
003380,003380,,,=== City ===,,Dot
003382,003382,,,=== Point of Interest ===,,Dot
003383,003383,,,=== Point of Interest ===,,Dot
003384,003384,,,=== Intersection ===,,Dot
003385,003385,,,=== Intersection ===,,Dot
003386,003386,,,=== Intersection ===,,Dot
003388,003388,,,=== Point of Interest ===,,Dot
003389,003389,,,=== Point of Interest ===,,Dot
003390,003390,,,=== City ===,,Dot
003391,003391,,,=== City ===,,Dot
003392,003392,,,=== City ===,,Dot
003394,003394,,,=== Point of Interest ===,,Dot
003395,003395,,,=== Point of Interest ===,,Dot
003396,003396,,,=== Point of Interest ===,,Dot
003397,003397,,,=== City ===,,Dot
003398,003398,,,=== City ===,,Dot
003399,003399,,,=== City ===,,Dot
003400,003400,,,=== City ===,,Dot
003402,003402,,,=== Point of Interest ===,,Dot
003403,003403,,,=== Point of Interest ===,,Dot
003404,003404,,,=== Point of Interest ===,,Dot
003405,003405,,,=== Intersection ===,,Dot
003406,003406,,,=== City ===,,Dot
003407,003407,,,=== City ===,,Dot
003408,003408,,,=== City ===,,Dot
003411,003411,,,=== Point of Interest ===,,Dot
003412,003412,,,=== Point of Interest ===,,Dot
003413,003413,,,=== Point of Interest ===,,Dot
003414,003414,,,=== City ===,,Dot
003415,003415,,,=== Intersection ===,,Dot
003416,003416,,,=== City ===,,Dot
003417,003417,,,=== City ===,,Dot
003419,003419,,,=== Point of Interest ===,,Dot
003420,003420,,,=== Point of Interest ===,,Dot
003421,003421,,,=== Point of Interest ===,,Dot
003422,003422,,,=== Intersection ===,,Dot
003423,003423,,,=== Intersection ===,,Dot
003424,003424,,,=== Intersection ===,,Dot
003425,003425,,,=== Intersection ===,,Dot
003427,003427,,,=== Point of Interest ===,,Dot
003428,003428,,,=== Point of Interest ===,,Dot
003429,003429,,,=== Point of Interest ===,,Dot
003430,003430,,,=== City ===,,Dot
003431,003431,,,=== Intersection ===,,Dot
003432,003432,,,=== City ===,,Dot
003433,003433,,,=== City ===,,Dot
003435,003435,,,=== Point of Interest ===,,Dot
003436,003436,,,=== Point of Interest ===,,Dot
003437,003437,,,=== Point of Interest ===,,Dot
003438,003438,,,=== Point of Interest ===,,Dot
003439,003439,44.151118,-91.740377,Cross Waumandee Creek,Cross Waumandee Creek,Dot
003440,003440,,,=== City ===,,Dot
003441,003441,,,=== Intersection ===,,Dot
003442,003442,,,=== City ===,,Dot
003443,003443,,,=== City ===,,Dot
003445,003445,,,=== Point of Interest ===,,Dot
003446,003446,,,=== Point of Interest ===,,Dot
003447,003447,,,=== Point of Interest ===,,Dot
003448,003448,,,=== Intersection ===,,Dot
003449,003449,,,=== Intersection ===,,Dot
003450,003450,,,=== Intersection ===,,Dot
003451,003451,,,=== Intersection ===,,Dot
003453,003453,,,=== Point of Interest ===,,Dot
003454,003454,,,=== Point of Interest ===,,Dot
003455,003455,,,=== Point of Interest ===,,Dot
003456,003456,,,=== City ===,,Dot
003457,003457,,,=== Intersection ===,,Dot
003458,003458,,,=== City ===,,Dot
003459,003459,,,=== City ===,,Dot
003461,003461,,,=== Point of Interest ===,,Dot
003462,003462,,,=== Point of Interest ===,,Dot
003463,003463,,,=== Point of Interest ===,,Dot
003464,003464,,,=== Intersection ===,,Dot
003465,003465,,,=== Intersection ===,,Dot
003466,003466,,,=== Intersection ===,,Dot
003467,003467,,,=== Intersection ===,,Dot
003474,003474,,,=== Point of Interest ===,,Dot
003475,003475,,,=== Point of Interest ===,,Dot
003476,003476,,,=== Point of Interest ===,,Dot
003477,003477,,,=== Point of Interest ===,,Dot
003478,003478,44.029750,-91.622310,"At roundabout, take exit 2 onto Mankato Avenue, Homer Road, ","At roundabout, take exit 2 onto Mankato Avenue, Homer Road, MN 43",Dot
003479,003479,44.029638,-91.622423,Cross US Route 14/61,Cross US Route 14/61,Dot
